time,x_robot,y_robot,z_robot,a_robot,b_robot,c_robot,x_tracker_obj,y_tracker_obj,z_tracker_obj,a_tracker_obj,b_tracker_obj,c_tracker_obj,velocity_std,target
0.0,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.015459537506103516,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.015459537506103516,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.015459537506103516,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.015459537506103516,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.031081199645996094,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.031081199645996094,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.031081199645996094,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.031081199645996094,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046701908111572266,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046701908111572266,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046701908111572266,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046701908111572266,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046701908111572266,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046701908111572266,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.07794332504272461,837.895,259.482,427.039,-51.998,-46.584,-114.634,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.07794332504272461,837.895,259.482,427.039,-51.998,-46.584,-114.634,837.895,259.482,427.039,-114.634,-46.584,-51.998,0,False
