time,x,xf,statusx
0.027433395385742188,818.5541917435878,0,0
0.04239392280578613,818.4817102472247,0,0
0.06234097480773926,818.4827429469781,0,0
0.08428239822387695,818.4601159721831,0,0
0.09624981880187988,818.4447884969519,0,0
0.11121034622192383,818.4379045861283,0,0
0.14511895179748535,818.4514958693286,0,0
0.16457915306091309,818.4734177158325,0,0
0.18152832984924316,818.4636377946995,0,0
0.2074604034423828,818.4796293733561,0,0
0.2214221954345703,818.4946976486573,0,0
0.23937487602233887,818.4850770082313,0,0
0.2543342113494873,818.4527967719323,0,0
0.2672996520996094,818.4668500632878,0,0
0.2812626361846924,818.4688719932395,0,0
0.2952249050140381,818.4519654611972,0,0
0.3091881275177002,818.4366019535674,0,0
0.3231501579284668,818.4270755647922,0,0
0.38249850273132324,818.4291529344625,0,0
0.398456335067749,818.4761607041974,0,0
0.41840219497680664,818.4147467425103,0,0
0.43236517906188965,818.386416681073,0,0
0.4533085823059082,818.3729210823112,0,0
0.4672713279724121,818.3853835520878,0,0
0.4812347888946533,818.4021709397997,0,0
0.49818873405456543,818.4024164457835,0,0
0.5964334011077881,818.4163667134521,0,0
0.6223633289337158,818.3931729078098,0,0
0.6383213996887207,818.4082760912762,0,0
0.6502885818481445,818.4281696898933,0,0
0.6652493476867676,818.4293771378731,0,0
0.6812069416046143,818.4339374057081,0,0
0.7535183429718018,818.4385883824236,0,0
0.7714705467224121,818.4633709465849,0,0
0.7834393978118896,818.4700121570895,0,0
0.8013911247253418,818.4771861110618,0,0
0.8153531551361084,818.4887472760204,0,0
0.8283183574676514,818.4967651649379,0,0
0.8432791233062744,818.5090676394203,0,0
0.858238935470581,818.5305791434956,0,0
0.870206356048584,818.5372548739573,0,0
0.884169340133667,818.5409898022549,0,0
0.8981320858001709,818.5396295429482,0,0
0.9145948886871338,818.5504226310622,0,0
0.9265623092651367,818.5413191231361,0,0
0.9405250549316406,818.511082285525,0,0
0.9554853439331055,818.4976840857886,0,0
0.9684507846832275,818.4910107493968,0,0
0.9824135303497314,818.4940238240551,0,0
0.9983706474304199,818.4740957981106,0,0
1.010338306427002,818.4645995963642,0,0
1.024301290512085,818.4716363658833,0,0
1.0382640361785889,818.4571522741306,0,0
1.0532240867614746,818.4538307725794,0,0
1.125537395477295,818.4691958953864,0,0
1.1424918174743652,818.4912793753952,0,0
1.1654305458068848,818.4990880679892,0,0
1.185377836227417,818.489115280298,0,0
1.2043273448944092,818.5203741652422,0,0
1.2282629013061523,818.4980537109292,0,0
1.2452173233032227,818.5270079418603,0,0
1.2851107120513916,818.5247865587716,0,0
1.3025705814361572,818.534698832961,0,0
1.3155357837677002,818.5630655575915,0,0
1.331493616104126,818.5705005214974,0,0
1.3454556465148926,818.5771208438681,0,0
1.3584210872650146,818.5858943957683,0,0
1.3723838329315186,818.5900115551949,0,0
1.3873436450958252,818.5917586811084,0,0
1.4003090858459473,818.5923420923161,0,0
1.4152696132659912,818.586983114941,0,0
1.4292323589324951,818.6175853008222,0,0
1.5175015926361084,818.6457498209606,0,0
1.6132452487945557,818.649154949778,0,0
1.6331915855407715,818.6492465970545,0,0
1.6481523513793945,818.6169371288327,0,0
1.6730856895446777,818.6010678742139,0,0
1.6865565776824951,818.5972473112605,0,0
1.699521780014038,818.5815543650716,0,0
1.712486743927002,818.5657150325271,0,0
1.7264492511749268,818.5566613929204,0,0
1.753377914428711,818.5520407617561,0,0
1.7693350315093994,818.5038827876994,0,0
1.7813031673431396,818.4807833891292,0,0
1.7942678928375244,818.4990458590477,0,0
1.8102259635925293,818.5236335128453,0,0
1.8221936225891113,818.5586613868934,0,0
1.870065689086914,818.6157789757128,0,0
1.8925108909606934,818.6258930022195,0,0
1.916447401046753,818.6321846534505,0,0
1.936394453048706,818.6341491392357,0,0
1.9503569602966309,818.6191047573427,0,0
1.9623243808746338,818.6019005776027,0,0
1.9762868881225586,818.5788318798858,0,0
1.9902503490447998,818.5679482092374,0,0
2.0052096843719482,818.5596903675477,0,0
2.019172430038452,818.5348474683746,0,0
2.0331356525421143,818.5427360188479,0,0
2.0466063022613525,818.5557266240456,0,0
2.061566114425659,818.5340064502668,0,0
2.0745315551757812,818.5553912958904,0,0
2.088494300842285,818.5762004684435,0,0
2.1044516563415527,818.5775632262948,0,0
2.1164190769195557,818.5803205737674,0,0
2.141352415084839,818.5866627206283,0,0
2.1563127040863037,818.5901787879945,0,0
2.181245803833008,818.5845719308468,0,0
2.2041842937469482,818.6000289188594,0,0
2.226125478744507,818.6022501748895,0,0
2.2465765476226807,818.5779418677911,0,0
2.267521619796753,818.5750267287177,0,0
2.298438310623169,818.5926292020742,0,0
2.310406446456909,818.5995057740472,0,0
2.324369430541992,818.6011835056389,0,0
2.339329242706299,818.5992336354569,0,0
2.352294683456421,818.5992795509809,0,0
2.3662569522857666,818.5997625863863,0,0
2.3802201747894287,818.5991432038778,0,0
2.3956868648529053,818.5725240601594,0,0
2.4086523056030273,818.573899112811,0,0
2.422614336013794,818.579587418295,0,0
2.437574863433838,818.5871180704314,0,0
2.450540065765381,818.5690955284093,0,0
2.4645023345947266,818.5610147956278,0,0
2.4784655570983887,818.5743878675066,0,0
2.567732334136963,818.5901459459643,0,0
2.5866811275482178,818.5831250879044,0,0
2.5986487865448,818.6198438418561,0,0
2.6126115322113037,818.6439779279971,0,0
2.6275718212127686,818.6481808632153,0,0
2.6405375003814697,818.6339467352001,0,0
2.6544995307922363,818.6176154213775,0,0
2.6714541912078857,818.5993748202247,0,0
2.6923983097076416,818.593313797445,0,0
2.7043662071228027,818.5999718664885,0,0
2.7178375720977783,818.6100820981789,0,0
2.7357892990112305,818.6257993015067,0,0
2.76471209526062,818.610850414343,0,0
2.789644956588745,818.600212110614,0,0
2.802610397338867,818.5906513835064,0,0
2.8155763149261475,818.5822436353913,0,0
2.831533670425415,818.5536966522458,0,0
2.843501091003418,818.5314823584108,0,0
