time,x_nav,y_nav,z_nav,a_nav,b_nav,c_nav,target
5.273634433746338,454.3093199121838,-245.79101069587972,-1203.9887384207273,11.811085842666014,-48.55909721826904,-162.8591236999634,False
5.504554271697998,454.3237303414378,-245.71945300592273,-1204.0297782501355,11.706873530542156,-48.44027601205805,-162.82964154173703,False
5.767024993896484,454.36608988305613,-245.74642476279922,-1203.8580496317823,11.66476669988282,-48.50411398928541,-162.76034331891952,False
6.020120143890381,454.3074192041984,-245.7577969803703,-1204.0772062261435,11.726144404760921,-48.48728494912539,-162.83014980011419,False
6.2282795906066895,454.3965008530215,-245.69847068004756,-1203.785714001862,11.620541880557914,-48.49017324356014,-162.71738060483372,False
6.474652051925659,454.30967878189705,-245.72437899626445,-1204.0443415150226,11.677237576988045,-48.52845128384299,-162.76635293760694,False
6.666452169418335,454.3034005479923,-245.73681270322638,-1204.03551731028,11.712674150810958,-48.50053534281084,-162.81628484458125,False
6.915337085723877,454.281211964333,-245.70602685614438,-1204.1630488689368,11.733922079673505,-48.575958105882975,-162.79362960044747,False
7.157445192337036,454.33854292037813,-245.63791206405276,-1203.9499454006218,11.703575355279591,-48.48148974291376,-162.80817714333213,False
7.393921375274658,454.24860868427515,-245.74892233277106,-1204.2440260247304,11.691192607644123,-48.575235356440494,-162.76548365384969,False
7.598301410675049,454.31026160352747,-245.70642315432056,-1203.9887256890008,11.63636306634616,-48.42509212042814,-162.7854351338173,False
7.819541931152344,454.28847127117797,-245.7558032500686,-1204.0620846237612,11.630722197903658,-48.48548576509333,-162.75191314954907,False
8.096370935440063,454.3245550248264,-245.70873906148233,-1204.0665982958467,11.662276711675396,-48.50561912819508,-162.754816878501,False
8.345898866653442,454.2953975237292,-245.76367819545453,-1204.0592924314835,11.68795149793253,-48.48544139174881,-162.79802320381964,False
8.567123889923096,454.3359593158658,-245.69005916242492,-1203.9048885636519,11.620207886822588,-48.385069182356254,-162.78227307671276,False
8.813740730285645,454.303161947303,-245.7622763357728,-1203.9631172906727,11.629686640462094,-48.44103788807367,-162.78357485399852,False
9.021590232849121,454.325546504807,-245.7260054619795,-1203.974607698743,11.749409795807125,-48.51875785177871,-162.82864061313506,False
9.256022453308105,454.32133250500215,-245.75812877011452,-1204.084530331938,11.720903729648716,-48.52515897458573,-162.80754219901547,False
9.51486849784851,454.29562356202416,-245.76542316043967,-1204.0095272302772,11.711881474647864,-48.478615097048255,-162.82694106318615,False
9.721917629241943,454.3192464786805,-245.72688887888455,-1204.0308166849015,11.628884440321716,-48.509360001985485,-162.73355272309487,False
9.924111366271973,454.3192464786805,-245.72688887888455,-1204.0308166849015,11.628884440321716,-48.509360001985485,-162.73355272309487,False
10.138344287872314,454.3920036646258,-245.71840872880296,-1203.8028028621047,11.624942181847768,-48.4588880771783,-162.73504242793553,False
10.354152917861938,454.28506505726637,-245.76782401827117,-1204.093516673873,11.651370939065798,-48.48368502772016,-162.77679538293444,False
10.573002099990845,454.28506505726637,-245.76782401827117,-1204.093516673873,11.651370939065798,-48.48368502772016,-162.77679538293444,False
10.79301142692566,454.33000000475926,-245.7948955342986,-1203.9013609328326,11.580488853810547,-48.469184217057666,-162.72004183303022,False
11.012672185897827,454.35449078434135,-245.73032987193673,-1203.8651489981569,11.668069173350233,-48.44666870803636,-162.78656903030404,False
11.230501413345337,454.3177856109479,-245.76686783876,-1203.9704084052073,11.72334153961639,-48.553708905275336,-162.79359560734105,False
11.443604946136475,454.29800866832346,-245.75194106453745,-1204.1217224804889,11.648917579170698,-48.52492429170755,-162.7288740393076,False
11.695804119110107,454.39824292244435,-245.69671612420882,-1203.8004285624704,11.599197929949689,-48.47119638832629,-162.7280855560321,False
11.926387071609497,454.326522848992,-245.67297312004084,-1204.0504872811887,11.700020337922856,-48.55096612725908,-162.77520492982723,False
12.115695714950562,454.326522848992,-245.67297312004084,-1204.0504872811887,11.700020337922856,-48.55096612725908,-162.77520492982723,False
12.33295726776123,454.326522848992,-245.67297312004084,-1204.0504872811887,11.700020337922856,-48.55096612725908,-162.77520492982723,False
12.547963619232178,454.3232756691025,-245.6893543529384,-1204.0082764180415,11.598110171457387,-48.43993819251629,-162.7340662796853,False
12.775180578231812,454.3232756691025,-245.6893543529384,-1204.0082764180415,11.598110171457387,-48.43993819251629,-162.7340662796853,False
13.040642499923706,454.3530813855418,-245.72179836989488,-1204.0685120391158,11.672683853708714,-48.510819170024995,-162.76224766847716,False
13.309080839157104,454.2764593335381,-245.7946029962781,-1204.1096079452316,11.738602027851407,-48.548872884178046,-162.81330512904108,False
13.530047178268433,454.33718140873975,-245.6536624267045,-1203.955708988947,11.68959414185111,-48.45660025157165,-162.79341156126466,False
13.793410778045654,454.3439540353479,-245.78165089100008,-1204.1081704570583,11.708828278986072,-48.61985588969297,-162.73796201328565,False
14.027386903762817,454.3199744378712,-245.70131814192243,-1204.032207021797,11.770311050763214,-48.500730655262004,-162.84194465020175,False
14.277424097061157,454.3524688200056,-245.7156330910058,-1203.9050716537158,11.641703936054693,-48.47736687402064,-162.74943330555237,False
14.530401706695557,454.2764848263012,-245.75531298675423,-1204.1267524810007,11.700202380171243,-48.48627499798351,-162.80835101259157,False
14.752568006515503,454.2610544481598,-245.78010855616515,-1204.165510263852,11.675763814514896,-48.49596609071946,-162.77611026090074,False
14.979621410369873,454.3368622636939,-245.6927010949276,-1203.9017345268826,11.681254929049004,-48.46794119616665,-162.7889447066153,False
15.200762748718262,454.32412244281704,-245.73392738749476,-1203.9368075264777,11.628412521473516,-48.52487281009638,-162.71809169844994,False
15.463585615158081,454.2933054235634,-245.74203227760495,-1204.2279480373572,11.727912128825315,-48.566461270465915,-162.79082315459388,False
15.68505334854126,454.30130922846547,-245.7161166968968,-1203.9711041309993,11.603943519919255,-48.47171683689926,-162.73631204241306,False
15.916356086730957,454.2807340475619,-245.7250855783319,-1204.1590443304501,11.708588174828954,-48.50194214266912,-162.79986632188425,False
16.134475708007812,454.36059722609525,-245.7569045835967,-1203.9248588420626,11.700003176094897,-48.50348016174543,-162.78696904076088,False
16.366560459136963,454.28315485774334,-245.72330219978053,-1204.1577279359178,11.703403410975298,-48.48431063525103,-162.80587981195066,False
16.611234426498413,454.4352134075684,-245.63307944110736,-1203.6554205777616,11.602664235231487,-48.47089591187221,-162.7196480915513,False
16.820034742355347,454.27229292442155,-245.76601967607235,-1204.173520869237,11.653391707435919,-48.47784499841117,-162.78242999757387,False
17.03466272354126,454.33383615100166,-245.74388762568046,-1204.0219061977548,11.746811372494872,-48.528281674201374,-162.80621357236555,False
17.269821643829346,454.2870553495161,-245.77766326967784,-1204.0568691666942,11.73153205833344,-48.537638459237535,-162.810552973528,False
17.516346216201782,454.2988927951686,-245.74292798181284,-1204.0627671977281,11.699137445522817,-48.51256102990725,-162.79479388187636,False
17.750707387924194,454.3187240385688,-245.78660958577316,-1204.0748920109343,11.631868930174111,-48.528105556283904,-162.7343483034898,False
17.966193914413452,454.33224804671283,-245.7416598475384,-1203.8637870102002,11.638104329132057,-48.46941948316098,-162.74567832447963,False
18.175973653793335,454.33224804671283,-245.7416598475384,-1203.8637870102002,11.638104329132057,-48.46941948316098,-162.74567832447963,False
18.390605688095093,454.27410412826407,-245.76841321343673,-1204.1299966692102,11.736121521366206,-48.56313963270438,-162.77839115938377,False
18.633799076080322,454.3740186767103,-245.7170065837916,-1203.822400131627,11.635902331031296,-48.45429498137196,-162.75724023272977,False
18.86933422088623,454.27902251116274,-245.77980169087613,-1204.0923907732727,11.7319492807295,-48.494157712445194,-162.8222768318028,False
19.071369171142578,454.32620419690426,-245.75573544971945,-1204.0206977506393,11.645478569451488,-48.531342371047465,-162.73931507417072,False
19.27538752555847,454.27561148362156,-245.74001816775336,-1204.0839679995213,11.6864429243141,-48.4890774641376,-162.8076034535337,False
19.497028350830078,454.32151812542105,-245.74051022278334,-1203.8172471182954,11.621588720319574,-48.40371946037175,-162.77219860102562,False
19.715358018875122,454.2866934056549,-245.7603494305096,-1203.9190650258176,11.695958762841519,-48.46113946846602,-162.802765536509,False
19.976970911026,454.2878719795174,-245.67690648794732,-1203.9676490313525,11.687465904858335,-48.43016936174795,-162.83255265947486,False
20.225714445114136,454.2878719795174,-245.67690648794732,-1203.9676490313525,11.687465904858335,-48.43016936174795,-162.83255265947486,False
20.443697929382324,454.3361745101239,-245.74098142022322,-1204.009451239455,11.678158906503427,-48.49393197560139,-162.76772121523783,False
20.668774366378784,454.38020881222155,-245.70080522553397,-1203.8060886484514,11.629576498985774,-48.49298800574046,-162.7301718441786,False
20.90042734146118,454.28441820821445,-245.76774280015266,-1204.0847547485714,11.713821725676915,-48.445762740520586,-162.84550431425828,False
21.162119388580322,454.3181049009356,-245.78497163106238,-1204.0215861188549,11.619613978198618,-48.50026486454608,-162.73702492347226,False
21.415570735931396,454.2970656578888,-245.72878636076769,-1204.1292427732924,11.666238860026883,-48.492365103741975,-162.76986934243172,False
21.710723876953125,454.3806036196711,-245.7271101478153,-1203.7738859363483,11.668930144397384,-48.46553881617879,-162.78240234065115,False
21.945435762405396,454.3198603472181,-245.7282811253537,-1204.027706296204,11.694526672162468,-48.46793099486161,-162.80364798607073,False
22.153995990753174,454.3344695037574,-245.7488234695247,-1203.8481745317804,11.654001540487123,-48.48690879516457,-162.76982918318777,False
22.371620178222656,454.35731298337987,-245.72046449971782,-1203.9491548881406,11.64571568569804,-48.50601774394031,-162.74634283557867,False
22.584750175476074,454.3377934986509,-245.73901300717762,-1203.8854561757933,11.599236317542287,-48.46304928427824,-162.73195395064886,False
22.816211700439453,454.30402383153955,-245.70019942390016,-1204.1096491297856,11.766559619434133,-48.55026032417314,-162.8255622411627,False
23.022584438323975,454.35600292319236,-245.73659977100132,-1203.9992997240927,11.642419373123394,-48.53802860425293,-162.72928773145642,False
23.224987030029297,454.315422330667,-245.68335724430617,-1203.9701692765534,11.620750631379572,-48.472988210652176,-162.73880024213278,False
23.42977786064148,454.2982030271382,-245.7067427198812,-1203.9946936115066,11.693274469888216,-48.437045834895464,-162.82469247446662,False
23.671790599822998,454.25286361506755,-245.76615888255392,-1204.243716513606,11.850626264332961,-48.61465260639004,-162.87139191021421,False
23.934672832489014,454.2419010108131,-245.76805194053563,-1204.2839505607064,11.815979956060914,-48.56525825737146,-162.8715214549955,False
24.144728183746338,454.31264658575606,-245.77934781190288,-1203.985840370449,11.651836521853102,-48.51963971497738,-162.75338759538118,False
24.362123250961304,454.2993969438186,-245.74152519179273,-1204.00007406981,11.690504595432825,-48.47803034296403,-162.7973115210292,False
24.57916283607483,454.3467076189901,-245.7754659571376,-1203.9212858967937,11.644710178635394,-48.523107902151324,-162.7372447996775,False
24.779786825180054,454.2881332557107,-245.74904498642695,-1204.1804482811199,11.648135264021239,-48.503955570460704,-162.75620868679042,False
25.01176404953003,454.3323756266319,-245.74266657377828,-1203.8926329091573,11.780710377602118,-48.48760473216262,-162.87240732490804,False
25.22825527191162,454.2893550391997,-245.72327777082066,-1204.0570101355945,11.611114829001673,-48.456504307309096,-162.74890959371623,False
25.478646516799927,454.3011866931786,-245.73575344349257,-1203.9862584398209,11.668264817318894,-48.481903783324746,-162.78579196661218,False
25.760567665100098,454.3011866931786,-245.73575344349257,-1203.9862584398209,11.668264817318894,-48.481903783324746,-162.78579196661218,False
25.9925377368927,454.3023369323335,-245.71104199150201,-1204.0756205224693,11.778552113217039,-48.53710138677258,-162.8368085521288,False
26.2140052318573,454.35726201826094,-245.70027051941025,-1203.8602221566869,11.631076742787483,-48.503622383258026,-162.7369955800239,False
26.436583757400513,454.34318770746324,-245.68206549351922,-1203.9226784363618,11.602847622222143,-48.46133797627294,-162.7090191287947,False
26.635884046554565,454.3288760896851,-245.77991389043973,-1204.0430151839519,11.649383173751609,-48.5435235862218,-162.74515543340723,False
26.87900686264038,454.2653712323636,-245.77418641463882,-1204.1006155113346,11.727474346808924,-48.50898494436363,-162.8135941775503,False
27.083948135375977,454.3378340945744,-245.69316529928082,-1203.9665619502823,11.590823808588627,-48.51218823217917,-162.68891399196065,False
27.330713510513306,454.3343239776265,-245.77184119771337,-1203.9121445545836,11.621477732873407,-48.45918553063263,-162.74347926423826,False
27.5350284576416,454.34094425301606,-245.7209396608582,-1203.8360057466034,11.694535261064349,-48.52037010439575,-162.7814972264803,False
27.7379150390625,454.2509352198824,-245.82578077636248,-1204.0721241289932,11.73697225075671,-48.532489663880604,-162.81957512263241,False
27.986995697021484,454.2509352198824,-245.82578077636248,-1204.0721241289932,11.73697225075671,-48.532489663880604,-162.81957512263241,False
28.231878995895386,454.3252220974505,-245.6901878420968,-1203.9921695531539,11.689705285506715,-48.54271098949813,-162.77427433125152,False
28.439817428588867,454.3586433728503,-245.75276376699134,-1203.8506337805832,11.68709278167422,-48.444763301119984,-162.80055303801507,False
28.65688443183899,454.27214691505185,-245.84387626994166,-1204.1196152440089,11.623938633054895,-48.531543954752756,-162.7132430673487,False
28.888508081436157,454.3075246501345,-245.72761964114724,-1204.0727402087093,11.67857918100306,-48.49015242811735,-162.7867090102093,False
29.09507393836975,454.3433937100242,-245.73781737881467,-1203.8920391933652,11.603525414346626,-48.47548567498402,-162.71731435204418,False
29.29668951034546,454.30209790671745,-245.75338133228016,-1204.074362172222,11.648577891996863,-48.51291276526616,-162.7457979110804,False
29.526992797851562,454.3328132725122,-245.76612202595933,-1203.9424595657126,11.663428523453078,-48.52871768166662,-162.75271699710785,False
29.74565839767456,454.3095247496726,-245.77901025858458,-1204.0566083773763,11.697819276990357,-48.5092169752357,-162.78352143283786,False
29.998424530029297,454.3403495047723,-245.7380292424125,-1203.8939382478015,11.739668171998353,-48.54350563495884,-162.79364930951672,False
30.261723518371582,454.30114374276263,-245.7933267622143,-1204.0012208829355,11.728701644702774,-48.5119227952085,-162.78886771754955,False
30.494542121887207,454.3735851713998,-245.66081437931882,-1203.8174366122446,11.697564109558552,-48.53812210786849,-162.77049336214594,False
30.72476315498352,454.30563128902725,-245.73208333631908,-1203.9988784607876,11.629030778457205,-48.45388274178952,-162.7622816834752,False
30.906517267227173,454.33741692857393,-245.68798568407246,-1203.961259301032,11.707692017398935,-48.5146436842841,-162.7968658421114,False
31.13722848892212,454.27368723232826,-245.73300415047237,-1204.00531027524,11.61968395392466,-48.47483437190781,-162.74625540857835,False
31.35206127166748,454.27368723232826,-245.73300415047237,-1204.00531027524,11.61968395392466,-48.47483437190781,-162.74625540857835,False
31.597968339920044,454.286740184533,-245.79401959480137,-1204.0946254780604,11.678937991954287,-48.54643433034703,-162.75145690552952,False
31.846683979034424,454.2855295235668,-245.7370628355258,-1204.0143215561332,11.685994384340141,-48.41246359237594,-162.80708163172,False
32.05284905433655,454.3511741468102,-245.749423079565,-1203.920823373957,11.607240750686382,-48.466703651238156,-162.74035558161867,False
32.27149510383606,454.3155580104901,-245.73012372076556,-1203.9823762256449,11.680093309727134,-48.48651964153538,-162.77713141298568,False
32.49276280403137,454.3689050820566,-245.7486175308617,-1203.9044892025297,11.707738875983697,-48.51369100551333,-162.78023338170888,False
32.72101068496704,454.3061475336581,-245.7574251983208,-1203.9889049456563,11.711881474647864,-48.478615097048255,-162.82694106318615,False
32.92840552330017,454.3458731993119,-245.7419362983087,-1203.8957446068175,11.645015526121066,-48.45866770348918,-162.7662458757474,False
33.17766189575195,454.2862568927254,-245.7230749094604,-1204.0723466172274,11.661850802396689,-48.45169868711335,-162.78983934052573,False
33.366013050079346,454.3456655524538,-245.67556508040843,-1203.954504515081,11.703778059217141,-48.50246691964976,-162.7910076883716,False
33.58687782287598,454.37302948841955,-245.73367168405173,-1203.8127020135785,11.747490574762734,-48.52155488130685,-162.82953271435792,False
33.81835412979126,454.2612268283649,-245.71559008348166,-1204.2246519929452,11.77585093505087,-48.5485943746005,-162.83037364957582,False
34.063783168792725,454.34370680416066,-245.71352048696014,-1203.8494590426303,11.56973541169629,-48.43573175281263,-162.734285105758,False
34.29518151283264,454.30639872416145,-245.70826225923773,-1204.034407364611,11.67430526737915,-48.46595995844545,-162.79776052526572,False
34.523698806762695,454.32505328603065,-245.80857948482821,-1204.0123316386948,11.667573528277147,-48.53643698658322,-162.7505814779457,False
34.82489514350891,454.30512235909634,-245.7302210021635,-1203.9131207226987,11.643737721434139,-48.40079454176101,-162.8002919135074,False
35.01752424240112,454.27899337168117,-245.77703746009672,-1204.1120429429138,11.713993115014636,-48.52223145116446,-162.799716289801,False
35.29887914657593,454.27899337168117,-245.77703746009672,-1204.1120429429138,11.713993115014636,-48.52223145116446,-162.799716289801,False
35.576149225234985,454.3736807242176,-245.68335250973266,-1203.8841885761199,11.687151109411436,-48.53292577748798,-162.76305327415517,False
35.82879376411438,454.318582382773,-245.72580118238625,-1204.136025337242,11.678456511757407,-48.54564393164695,-162.75801734744107,False
36.05110716819763,454.32151708298545,-245.74474937768096,-1203.9651272795443,11.656962625615186,-48.52395516266987,-162.7475871713857,False
36.278608560562134,454.27617897551033,-245.70369944014516,-1204.1652624310718,11.729770520656576,-48.48153436855391,-162.84666208904818,False
36.498523473739624,454.3584299735335,-245.72067833652727,-1203.8696080017187,11.659401601117095,-48.46552570048257,-162.7835707748809,False
36.73090434074402,454.2658861991681,-245.72878083685728,-1204.0530379625711,11.675571413943576,-48.46064910585005,-162.7941494933889,False
36.936352014541626,454.3313254898239,-245.7637789468506,-1204.0330805781625,11.696708689165494,-48.50849772455453,-162.78292255470728,False
37.151894092559814,454.2491428543972,-245.7674096542564,-1204.2204836309163,11.681205809475847,-48.57899565993783,-162.74762113310092,False
37.369224548339844,454.36022606991,-245.72821316914687,-1203.8955445402682,11.628372216622225,-48.462117221032145,-162.7512741122967,False
37.59778046607971,454.30346069732445,-245.74926625181965,-1203.9303758769422,11.683594434167881,-48.488787851051256,-162.7767501547446,False
37.82928657531738,454.3154816961645,-245.7287921945076,-1203.9742400901735,11.639387893574385,-48.43208449240939,-162.78267657739354,False
38.055238008499146,454.2680496769548,-245.74270445096425,-1204.0537546031323,11.699786344020529,-48.47636854690743,-162.8021093309454,False
38.26858973503113,454.2680496769548,-245.74270445096425,-1204.0537546031323,11.699786344020529,-48.47636854690743,-162.8021093309454,False
38.505879163742065,454.3424213180749,-245.72329125083544,-1203.8662190253506,11.694608314251075,-48.46488380220065,-162.81015966505026,False
38.760369539260864,454.3112455053266,-245.69886840884877,-1203.9822007769126,11.677465771131212,-48.48943099450088,-162.78610559469323,False
39.05819368362427,454.3395004827105,-245.79898550385658,-1203.9523766177374,11.648006826355834,-48.47741446337595,-162.76705571974,False
39.31406569480896,454.3111724783832,-245.68075963042355,-1203.991545761023,11.627978481290832,-48.42772540901798,-162.7708804085478,False
39.52926230430603,454.32949177491645,-245.74898518312423,-1203.8913133762333,11.646469739002807,-48.49473241588605,-162.7638621022185,False
39.7533392906189,454.2595559242164,-245.7293576660672,-1204.113409964269,11.70298784561014,-48.47440448558852,-162.7996374514898,False
40.01546835899353,454.3929930397086,-245.72687060031873,-1203.7325889678775,11.61114127368286,-48.45908453299961,-162.7387130959813,False
40.23827815055847,454.30335947714536,-245.76020810400772,-1204.1475971101074,11.650340241638418,-48.48453056746201,-162.77240996512796,False
40.46612048149109,454.35160895121896,-245.75809742427325,-1203.9691536993107,11.692357833442488,-48.566796983574655,-162.7523183392675,False
40.68543195724487,454.313611360451,-245.75952619589492,-1204.150062593792,11.6334263252644,-48.526997037686336,-162.7376463370019,False
40.91801571846008,454.313611360451,-245.75952619589492,-1204.150062593792,11.6334263252644,-48.526997037686336,-162.7376463370019,False
41.16271090507507,454.3382422001415,-245.74368415094352,-1203.9420467892455,11.688099098555698,-48.54260542062868,-162.7633847725478,False
41.39927816390991,454.32738270519303,-245.70717310552885,-1203.8974302013328,11.702145417314771,-48.431618725480405,-162.8252822676588,False
41.62510967254639,454.3206480183112,-245.71864212323464,-1203.864516379166,11.522132348086894,-48.42206407311664,-162.69985181704283,False
41.86727261543274,454.28757004978036,-245.74456848412646,-1204.103489973781,11.772531898630413,-48.527607491653626,-162.8339954635135,False
42.075931787490845,454.3261119000267,-245.77281717570946,-1203.8584518226812,11.698107992617839,-48.46715511513784,-162.80978205331675,False
42.307881355285645,454.31593297780955,-245.7387671488964,-1203.9824717891229,11.703622213181594,-48.4977362404024,-162.80348459113256,False
42.52397584915161,454.3328880941995,-245.77098584067053,-1204.0409985242902,11.685853186004705,-48.57377764286335,-162.75072665034062,False
42.71690917015076,454.3178553548534,-245.71903767694803,-1204.0515281489677,11.701640262383917,-48.4781442125766,-162.80703445419522,False
42.92900061607361,454.33421132733923,-245.7180369908373,-1203.9791002155935,11.632186770568989,-48.504343370539665,-162.737599916597,False
43.15944528579712,454.2771784158326,-245.72017765244073,-1204.136784583976,11.757779737335655,-48.55263152969688,-162.8314865189603,False
43.3951199054718,454.3332868099576,-245.75392343509992,-1204.0654296516568,11.628882538343344,-48.536353160388735,-162.7205373324571,False
43.61066722869873,454.3092690341193,-245.65345770394052,-1204.0361475027073,11.780674303379655,-48.59041249833127,-162.82389050311477,False
43.830352544784546,454.32034087899547,-245.7627926120966,-1204.0796359225765,11.728833898501707,-48.55635561320544,-162.7836341653992,False
44.075188398361206,454.30661798642325,-245.75008645763882,-1204.0033980210083,11.704701187768547,-48.52389198256547,-162.79490057699692,False
44.268083572387695,454.28186236075425,-245.78873659637236,-1204.0801336991276,11.770118397883106,-48.45223799658504,-162.8865602791453,False
44.52425241470337,454.349047331158,-245.7197749871604,-1203.8454146459112,11.667607172189292,-48.49014210249995,-162.77479057031775,False
44.730175495147705,454.3311691186769,-245.69394197339926,-1204.0470188848674,11.786731470800637,-48.501716592170176,-162.8649150005871,False
45.02031683921814,454.37626828381406,-245.68815558194737,-1203.7645239468288,11.66456180652409,-48.49683104266094,-162.76477394969817,False
45.24260234832764,454.3091940241934,-245.7691442653718,-1203.9714189627553,11.619784773478749,-48.46212742749603,-162.7260780805296,False
45.44416785240173,454.3091940241934,-245.7691442653718,-1203.9714189627553,11.619784773478749,-48.46212742749603,-162.7260780805296,False
45.692649126052856,454.28691217258586,-245.70985991207627,-1204.119109775959,11.71092039151585,-48.47647925072205,-162.81182988770982,False
45.896408557891846,454.28691217258586,-245.70985991207627,-1204.119109775959,11.71092039151585,-48.47647925072205,-162.81182988770982,False
46.09794521331787,454.3287652087894,-245.7289242418839,-1204.0227505501339,11.686552200293383,-48.519237241908705,-162.78593468668987,False
46.32896447181702,454.31850118620514,-245.7548313487879,-1203.9731417024448,11.623470231632677,-48.426350471054874,-162.76211135470814,False
46.51626968383789,454.3158509771333,-245.72560403819568,-1204.082209636199,11.747087750022397,-48.59472282595753,-162.7831801069025,False
46.73485517501831,454.3605774295845,-245.7146810443387,-1203.9873184738642,11.663637353130193,-48.508011935983816,-162.74944926898718,False
46.95031785964966,454.3301688111975,-245.77096749149237,-1203.8189417107983,11.616332937095452,-48.468556522671555,-162.73652236001706,False
47.16554641723633,454.28508460335763,-245.74015843476604,-1204.1684917426,11.681487921054877,-48.528233623181265,-162.76383709230518,False
47.39208173751831,454.36112302041175,-245.67868442222945,-1203.8693515457671,11.64553366570809,-48.48504785188113,-162.76354034907854,False
47.60095024108887,454.3269977164398,-245.7512220422328,-1204.0163971930313,11.658719970017293,-48.49557335719274,-162.77419683835092,False
47.83029508590698,454.3269977164398,-245.7512220422328,-1204.0163971930313,11.658719970017293,-48.49557335719274,-162.77419683835092,False
48.05769395828247,454.3192480516633,-245.74527909781116,-1203.9160885676424,11.693303118477456,-48.4894889790869,-162.80256318898225,False
48.27564859390259,454.3551831780375,-245.74637777498228,-1203.9795113788755,11.600305373076871,-48.52395401379276,-162.69128644832014,False
48.49892592430115,454.28935009381985,-245.74636788098758,-1203.9253948863459,11.66979155588839,-48.46458501220441,-162.7889749328875,False
48.724382162094116,454.32043393986737,-245.6861898258782,-1204.1025359040116,11.620304498369306,-48.464029699963184,-162.74920629476054,False
48.96886730194092,454.3855821333559,-245.678820801143,-1203.75575533037,11.68093011506939,-48.47084416541762,-162.80071387882558,False
49.175453901290894,454.32685141600984,-245.79778548583204,-1203.9374612562895,11.624111544121613,-48.456269252095524,-162.73451129453983,False
49.378811836242676,454.39809960622404,-245.67223914222163,-1203.739105610052,11.550078182705949,-48.44688665874951,-162.6868008037701,False
49.58632254600525,454.3063677239119,-245.7323998948951,-1203.9924169151407,11.631344666284148,-48.48547727282939,-162.74178836603434,False
49.789639472961426,454.3741824241296,-245.73541171600812,-1203.7646307269779,11.638145028195915,-48.43385002724587,-162.7741002405476,False
49.99540853500366,454.33698755795933,-245.70134587024089,-1203.8820938653746,11.559697543102216,-48.469503753417705,-162.6969266875372,False
50.20153737068176,454.2899448596023,-245.6368470774796,-1204.1349322694805,11.667906712690016,-48.50772493740561,-162.76422505434024,False
